#%%field-000=date-time,string8
#%%field-001=facility,string8
#%%field-002=level,int8
#%%field-003=mem usage (MB),string8
#%%field-004=message,string8
#
date-time	facility	level	mem usage (MB)	message
07/07/2021 09:55:40	GUI,INFO,LOG	1	2	logging to file 'ps-classification-1625615740.log'
07/07/2021 09:55:40	INFO	1	2	Application: ps-classification
07/07/2021 09:55:40	INFO	1	2	Version: 2.10.2 stash.amer.thermo.com/ma-alg/apt2-snppolisher.git/release/APT_2.10.2@5b62fc9457(75b176a197) 2018-08-25-00:28
07/07/2021 09:55:40	INFO	1	2	CPP version: c++11 (201103L) 
07/07/2021 09:55:40	INFO	1	2	Log file selector: "*:9"
07/07/2021 09:55:40	INFO	1	2	Console selector: "OR(info,warning,error,help,INFO,WARNING,ERROR,HELP)"
07/07/2021 09:55:40	runtime,PROGRESS	1	2	0.000000,0.000000,0.000000,starting
07/07/2021 09:55:40	DEBUG	1	2	creating... ps-classification-node PsClassificationNode
07/07/2021 09:55:40	DEBUG,LOG	1	2	original command line: ps-classification --species-type human --metrics-file /share/ScratchGeneral/nenbar/projects/CITE/genotyping/neomet_02/NeoMet_Pool_015/step1/SNPolisher/metrics.txt --output-dir /share/ScratchGeneral/nenbar/projects/CITE/genotyping/neomet_02/NeoMet_Pool_015/step1/SNPolisher --ps2snp-file /share/ScratchGeneral/nenbar/projects/CITE/genotyping/annotation/Axiom_UKB_WCSG.r5.ps2snp_map.ps
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-nodes'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-nodes-long'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-nodes-classes'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-data-flow'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-param'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-param-long'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-param-dev'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-param-long-dev'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-all'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-all-long'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@log-machine-name'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:enable'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:disable'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@serialize'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@serialize-pre'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@serialize-post'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@stop'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@stop-after'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:version'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:user-help'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dev-help'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@doxygen-help'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:log-file'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@log-select'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@console-select'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@socket-select'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:console-add-select'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:console-add-neg-select'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:arg-file'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:check-param'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@serialize-dir'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@short-serialize-names'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@resume-file'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@debug'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@break'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-classes'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-all-param-xml'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@dump-user-param-xml'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:@export-html-doc'
07/07/2021 09:55:41	DEBUG	7	3	NodeParam::doCheck(): 'MainNode:use-sockets'
